line,text
10761,indicating exactly what information was desired. Each resulted in 
10762,comprehensive ordering of information in ways which would have 
10763,been virtually impossible under a manual system. 
10764,General Reference Reports 
10765,In addition to the computer projects undertaken to aid in specific 
10766,"investigations and trials, the computer was used to provide several "
10767,"general reference reports for WSPF. One, called the “Name List,” was "
10768,an alphabetical listing of all persons whose names had been mentioned 
10769,"in the investigations. Each was identified by his or her position or title, "
10770,"and the dates when it was held, if known, or by the activity for which "
10771,"his or her name had been mentioned. Another, called the “Manage- "
10772,"ment Report,” was a master listing of civil, congressional, grand jury, "
10773,"trial, and other testimony transcripts, and congressional, WSPF, FBI, "
10774,IRS and other interview write-ups. The Management Report pro- 
10775,vided a chronological listing of each witnesses’ testimony and inter- 
10776,"views, the date, number of pages, and subject matter of the testimony "
10777,"or interview, whether the transcript or interview write-up was avail- "
10778,"able in the Central Files, and whether it had been computerized. "
10779,The Information Section also maintained cross-reference printouts 
10780,of its and the Senate Select Committee’s data bases of testimony and 
10781,"other statements as master reference volumes. These reflected, for "
10782,"each person mentioned in the entire data base, all records prepared "
10783,from statements by or about the person in chronological order of the 
10784,events described. The cross-reference reports from the Select Com- 
10785,"mittee’s data base, which was much larger than WSPF’s, were par- "
10786,ticularly useful for a quick check of a person’s involvement in matters 
10787,under investigation. These were used for many purposes by many 
10788,members of the staff. 
10789,The cross-reference reports were also used after November 1974 
10790,as a basis for responding to White House requests about persons being 
10791,considered for appointment to high Administration positions. 
10792,"All types of reference works, but particularly the master cross- "
10793,references and the management report saved a great deal of manual 
10794,file searching. The management report’s inventory of the central files 
10795,239
10796,provided a good start for compiling discovery material for trial. The 
10797,availability of printed cross-reference reports enabled the Information 
10798,Section to respond quickly to name check requests. 
10799,Appeals 
10800,"As of this writing, two further computer projects are under way, "
10801,both to aid in preparation of the brief for the appeal of the Watergate 
10802,"cover-up case: an index of legal papers filed in the case, by topic; and "
10803,"an index of the trial testimony, by events testified to. "
10804,OTHER DUTIES 
10805,"In addition to the computer projects, the analysts in the Informa- "
10806,tion Section worked on several other projects temporarily assigned to 
10807,them on an as-needed basis from the summer of 1973 through Septem- 
10808,ber 1975. Task force requests for this additional assistance were evalu- 
